route_name,index,original_lat,original_lon,sv_lat,sv_lon,heading,pitch,fov,distance_offset_m,image_path
route_1,1,24.97753,121.27721,24.97750664088477,121.277232949096,287.50851839047334,0,90,3.4734020695193606,streetview_images\route_1_001.jpg
route_1,2,24.977651819008706,121.27678399454255,24.97766932850372,121.2767760565117,321.8924106831439,0,90,2.0986479808542877,streetview_images\route_1_002.jpg
route_1,3,24.97792217934692,121.27655006795979,24.97792701431959,121.2765458196943,272.29731936515344,0,90,0.6861759101355748,streetview_images\route_1_003.jpg
route_1,4,24.977938501489437,121.27610120904049,24.97795199280453,121.2761062992392,188.1786722516093,0,90,1.580371886337246,streetview_images\route_1_004.jpg
route_1,5,24.977532736717222,121.2760368746401,24.97752059291289,121.2760224810874,182.94652038491245,0,90,1.9803102895790257,streetview_images\route_1_005.jpg
route_1,6,24.977084303474687,121.27601141155377,24.97707629198145,121.2760304263523,182.94653110538636,0,90,2.1150876416772024,streetview_images\route_1_006.jpg
route_1,7,24.976635870232148,121.27598594846744,24.97659469289399,121.2759887791888,182.94654183153742,0,90,4.570264197043675,streetview_images\route_1_007.jpg
route_1,8,24.97618743698961,121.27596048538112,24.97616972382803,121.2759638083457,182.9465525516923,0,90,1.9906113335405817,streetview_images\route_1_008.jpg
route_1,9,24.975739003747073,121.27593502229479,24.97570014499644,121.2759335988571,182.94656327756607,0,90,4.30688068707191,streetview_images\route_1_009.jpg
route_1,10,24.975290570504534,121.27590955920846,24.97530427026932,121.2759198910808,182.9465739972767,0,90,1.8415405623239467,streetview_images\route_1_010.jpg
route_1,11,24.974842137261994,121.27588409612213,24.97484434124069,121.2758942217375,183.7705704406265,0,90,1.051135291625935,streetview_images\route_1_011.jpg
route_1,12,24.974394174801557,121.27585152839406,24.97439862945414,121.2758548446047,210.64057115680325,0,90,0.5963341807487453,streetview_images\route_1_012.jpg
route_1,13,24.97411,121.27566583351684,24.97410899993152,121.27570336039,262.17344019417646,0,90,3.790753754755131,streetview_images\route_1_013.jpg
route_1,14,24.974054647250036,121.27522160610734,24.97405468963599,121.2752112754502,249.79865012886503,0,90,1.0431102316098972,streetview_images\route_1_014.jpg
route_1,15,24.973913084383355,121.2747971968945,24.97390797500855,121.2747911331657,234.966591277298,0,90,0.8337850547890283,streetview_images\route_1_015.jpg
route_1,16,24.973672224495708,121.2744182055751,24.97366579893268,121.2744215429201,234.79723050485327,0,90,0.7875138687496366,streetview_images\route_1_016.jpg
route_1,17,24.973430230384263,121.27403981478265,24.97342707006019,121.2740399024469,168.94177665508528,0,90,0.350188856973846,streetview_images\route_1_017.jpg
route_1,18,24.97309788202031,121.27411146629363,24.97308093054778,121.2741147288738,146.8597030029224,0,90,1.9064349365438844,streetview_images\route_1_018.jpg
route_1,19,24.97273356286463,121.2743738595612,24.97271781760658,121.2743839988425,144.46475364748858,0,90,2.0224166375475163,streetview_images\route_1_019.jpg
route_1,20,24.97238075489112,121.27465182947972,24.97237535470738,121.2746220106296,145.7867736799201,0,90,3.0697363662816937,streetview_images\route_1_020.jpg
route_1,21,24.97202157410263,121.27492123520453,24.97202012360788,121.2749250689614,148.12603631934792,0,90,0.4191267594341185,streetview_images\route_1_021.jpg
route_1,22,24.971651304285807,121.27517521742851,24.97163391695734,121.275188661845,165.3510191595774,0,90,2.3563737575997226,streetview_images\route_1_022.jpg
route_1,23,24.971222354511394,121.27529890439459,24.97120700526469,121.2752990231817,160.72820364029667,0,90,1.700316086313825,streetview_images\route_1_023.jpg
route_1,24,24.970806390399495,121.27545934014938,24.97084365572962,121.2754520795158,156.7218582481339,0,90,4.192569508108809,streetview_images\route_1_024.jpg
route_1,25,24.970400611648937,121.27565191311575,24.97041771969877,121.2756510611835,156.72178965294847,0,90,1.8970519181703571,streetview_images\route_1_025.jpg
route_1,26,24.969994832898383,121.27584448608212,24.97003960259997,121.2758334534738,156.72172105694403,0,90,5.082831516212466,streetview_images\route_1_026.jpg
route_1,27,24.969589054147825,121.27603705904849,24.96961687015959,121.2760385462378,156.72165246140128,0,90,3.0849044904968776,streetview_images\route_1_027.jpg
route_1,28,24.96918327539727,121.27622963201486,24.96918969821544,121.2762397096741,156.72158386762464,0,90,1.2416477525178449,streetview_images\route_1_028.jpg
route_1,29,24.968777496646712,121.27642220498122,24.96876220255431,121.2764398250428,156.72151527398375,0,90,2.456772157394397,streetview_images\route_1_029.jpg
route_1,30,24.968371717896158,121.27661477794759,24.96833180742514,121.276641249723,156.7214466793605,0,90,5.16624158079685,streetview_images\route_1_030.jpg
route_1,31,24.9679659391456,121.27680735091396,24.96799692979707,121.2767981459513,156.72137809151093,0,90,3.5565155465828293,streetview_images\route_1_031.jpg
route_1,32,24.967560160395045,121.27699992388033,24.96757756749818,121.2769953791434,156.72130950170094,0,90,1.9820843081703223,streetview_images\route_1_032.jpg
route_1,33,24.967154381644487,121.2771924968467,24.96717355696515,121.2771872861104,156.4997075025468,0,90,2.1882946358367468,streetview_images\route_1_033.jpg
route_1,34,24.966749403409768,121.27738674028559,24.9667278932666,121.2773957815868,241.48609065448392,0,90,2.5516482214532887,streetview_images\route_1_034.jpg
route_1,35,24.966600890368063,121.2770851938137,24.96659059523827,121.2770718625763,259.29195535081055,0,90,1.7642781810652497,streetview_images\route_1_035.jpg
route_1,36,24.96652499932642,121.27664249607079,24.96650999609533,121.2766205572165,258.6098115236761,0,90,2.769429571707161,streetview_images\route_1_036.jpg
route_1,37,24.966444698734986,121.27620281446187,24.96644291510575,121.2761955305809,280.7942949779326,0,90,0.7615830029575691,streetview_images\route_1_037.jpg
route_1,38,24.96652119634782,121.27576022113045,24.96651615394837,121.2757785350016,280.79430153231874,0,90,1.9318003259804482,streetview_images\route_1_038.jpg
route_1,39,24.966597693960658,121.27531762779904,24.96658823458084,121.2753686101421,280.7943080837667,0,90,5.25361932316284,streetview_images\route_1_039.jpg
route_1,40,24.966674191573492,121.27487503446763,24.96667969904644,121.2748477110172,276.3307908623124,0,90,2.8256928328547244,streetview_images\route_1_040.jpg
route_1,41,24.966718970351103,121.27442981144296,24.96671913885284,121.274382776477,269.63894649277563,0,90,4.749498952585797,streetview_images\route_1_041.jpg
route_1,42,24.966716403789647,121.27398066318844,24.96671592878069,121.273936961462,269.6389465003262,0,90,4.413194653177553,streetview_images\route_1_042.jpg
route_1,43,24.96671383722819,121.27353151493392,24.96671301348244,121.2735380315522,269.63894650875136,0,90,0.6643268494499458,streetview_images\route_1_043.jpg
route_1,44,24.96671127066674,121.27308236667939,24.96670932242631,121.2730349361366,225.89157479447465,0,90,4.794266656317068,streetview_images\route_1_044.jpg
route_1,45,24.966485808102952,121.27282580123604,24.9665236251958,121.2728294888823,187.87341286967342,0,90,4.205607088031849,streetview_images\route_1_045.jpg
route_1,46,24.966041788789727,121.2727580694764,24.96599895391079,121.2727531773161,187.8734409214419,0,90,4.770567666249029,streetview_images\route_1_046.jpg
route_2,1,24.96553,121.27268,24.96554253864524,121.2726766910742,185.52334482401247,0,90,1.4285602204517929,streetview_images\route_2_001.jpg
route_2,2,24.965083378009094,121.27263236032097,24.96508597601023,121.2726312009456,209.69346948847348,0,90,0.31068807681258465,streetview_images\route_2_002.jpg
route_2,3,24.964806954729603,121.27245848766958,24.96479952068099,121.2724987468624,281.8657523022029,0,90,4.147891980603068,streetview_images\route_2_003.jpg
route_2,4,24.96489099717835,121.27201726481366,24.96489137007296,121.2719987902907,281.8657601727198,0,90,1.865991622375196,streetview_images\route_2_004.jpg
route_2,5,24.964975039627095,121.27157604195774,24.96497617268934,121.271563356596,286.5825507794314,0,90,1.2870855542640223,streetview_images\route_2_005.jpg
route_2,6,24.965091718442576,121.27114382896589,24.96508236140415,121.2711800478789,291.96289171410973,0,90,3.8013727274501345,streetview_images\route_2_006.jpg
route_2,7,24.965245942429007,121.270721981003,24.96525523624391,121.2707150115262,290.656234876139,0,90,1.2470581361367767,streetview_images\route_2_007.jpg
route_2,8,24.965391108112094,121.27029723309367,24.96537894367502,121.2703369389347,277.2209388038634,0,90,4.229804347242246,streetview_images\route_2_008.jpg
route_2,9,24.965441861327104,121.26985536521492,24.96544192786419,121.2698557459415,260.3922298565655,0,90,0.03914526177773678,streetview_images\route_2_009.jpg
route_2,10,24.965373828016542,121.26941204056824,24.96538420042435,121.2694590723935,249.81265020543006,0,90,4.886206538795706,streetview_images\route_2_010.jpg
route_2,11,24.96523231317125,121.26898748518123,24.96523512310433,121.2689849483925,244.47020617076276,0,90,0.40311674607979814,streetview_images\route_2_011.jpg
route_2,12,24.96505384482568,121.26857530828788,24.9650785278173,121.2686199676576,246.132274178466,0,90,5.2737726643324825,streetview_images\route_2_012.jpg
route_2,13,24.964887015355377,121.26815940499176,24.96488034953827,121.2681417364022,287.86883163879475,0,90,1.930910886328038,streetview_images\route_2_013.jpg
route_2,14,24.965008661092497,121.2677431903569,24.96501056398471,121.2677167664456,272.29955215876333,0,90,2.67656419730932,streetview_images\route_2_014.jpg
route_2,15,24.965024827899946,121.26729908213305,24.96503104509162,121.2673074247118,240.76482293036733,0,90,1.0881054337975369,streetview_images\route_2_015.jpg
route_2,16,24.96482336620591,121.26690203131378,24.96484730833025,121.2669401685231,245.94261335593677,0,90,4.6759335830834505,streetview_images\route_2_016.jpg
route_2,17,24.964656292596814,121.26648921856496,24.96465203920085,121.2664692651282,264.2737174913465,0,90,2.0692318186562835,streetview_images\route_2_017.jpg
route_2,18,24.96461562796061,121.26604190756673,24.96461056311122,121.2660360812391,266.9401280557887,0,90,0.8129648584562384,streetview_images\route_2_018.jpg
route_2,19,24.96459388928182,121.26559334276367,24.96458893790604,121.2656138105476,296.2896435692034,0,90,2.1383534536815225,streetview_images\route_2_019.jpg
route_2,20,24.964770452469615,121.26519909506077,24.96475548142761,121.2652422704626,273.1339577275754,0,90,4.664557681294687,streetview_images\route_2_020.jpg
route_2,21,24.964792484527386,121.2647552166166,24.96479812726451,121.2647137297499,274.50513113924904,0,90,4.235669486429615,streetview_images\route_2_021.jpg
route_2,22,24.964824485537978,121.26430720246827,24.964822145209,121.2643198330877,268.9300559726628,0,90,1.301505341374027,streetview_images\route_2_022.jpg
route_2,23,24.964816887349517,121.26385847490299,24.96481389797442,121.2639076853133,267.77060388143263,0,90,4.980230246197327,streetview_images\route_2_023.jpg
route_2,24,24.964801044663716,121.26340959880528,24.96479482563683,121.2633961660053,269.85309415810906,0,90,1.5213403059277824,streetview_images\route_2_024.jpg
route_2,25,24.9648,121.2629604616473,24.9648005297257,121.2629427998173,260.66357381189664,0,90,1.784436016197278,streetview_images\route_2_025.jpg
route_2,26,24.96473381956692,121.26251644522829,24.9647380888944,121.2625372835891,259.89412653029456,0,90,2.156724170421676,streetview_images\route_2_026.jpg
route_2,27,24.964662174400708,121.26207304640424,24.96466131002903,121.2620932574351,259.58296245533893,0,90,2.043133362509945,streetview_images\route_2_027.jpg
route_2,28,24.964588333676982,121.26163000206188,24.96458862498349,121.2616612799416,257.2990108750928,0,90,3.1585740011698697,streetview_images\route_2_028.jpg
route_2,29,24.964498483205006,121.26119025304895,24.96449253611943,121.2611854654207,254.20107077795046,0,90,0.8171325772711414,streetview_images\route_2_029.jpg
route_2,30,24.964386908438335,121.26075529200638,24.96437277714779,121.2607207388667,251.17352982683406,0,90,3.824198090313968,streetview_images\route_2_030.jpg
route_2,31,24.96425426997676,121.26032616757188,24.96425984723919,121.2603526762303,251.1735486878975,0,90,2.7471944850743664,streetview_images\route_2_031.jpg
route_2,32,24.964121631515184,121.25989704313737,24.96411227921755,121.2598714424218,250.1498381977078,0,90,2.784998929923625,streetview_images\route_2_032.jpg
route_2,33,24.963981934102303,121.2594702056018,24.96398794773134,121.2594885322437,249.49848219877725,0,90,1.966856319094049,streetview_images\route_2_033.jpg
route_2,34,24.963837737515366,121.25904482567033,24.9638307203649,121.2590191708632,249.49850422152235,0,90,2.7047142243207536,streetview_images\route_2_034.jpg
route_2,35,24.96369354092843,121.25861944573886,24.96368760489895,121.2585903257417,254.20620512096835,0,90,3.0131518334682803,streetview_images\route_2_035.jpg
route_2,36,24.963582035935545,121.2581846108092,24.96357328537707,121.2581719579213,267.57205432475666,0,90,1.6037654795868448,streetview_images\route_2_036.jpg
route_2,37,24.96356503465075,121.25774234407164,24.96356393663332,121.2577245969905,291.9714812168062,0,90,1.7962201990586317,streetview_images\route_2_037.jpg
route_2,38,24.963718170042988,121.25732365991402,24.96370553625683,121.2573492770618,237.3691236122981,0,90,2.94110970464083,streetview_images\route_2_038.jpg
route_2,39,24.963504781294183,121.25695604609378,24.96348149173698,121.2569303808854,231.30849972403337,0,90,3.656818618156939,streetview_images\route_2_039.jpg
route_2,40,24.963240882648424,121.25659259286908,24.96324900862413,121.2566106844691,231.30855966528236,0,90,2.036608191414863,streetview_images\route_2_040.jpg
route_2,41,24.962976984002662,121.25622913964439,24.96296444055496,121.2562176339577,231.30861960712943,0,90,1.8112176138635772,streetview_images\route_2_041.jpg
route_2,42,24.962713085356903,121.25586568641968,24.96273416339803,121.2558985468862,231.30867954492197,0,90,4.057398921802282,streetview_images\route_2_042.jpg
route_2,43,24.96244918671114,121.25550223319499,24.96244362666037,121.255495888158,231.30873948952092,0,90,0.8887424303234013,streetview_images\route_2_043.jpg
route_2,44,24.96218528806538,121.25513877997028,24.96217967588418,121.2551125271272,231.7146025289669,0,90,2.722954066070793,streetview_images\route_2_044.jpg
route_2,45,24.961923907145586,121.2547735220991,24.96192454618341,121.2547718674518,232.0298402623472,0,90,0.18146453391499376,streetview_images\route_2_045.jpg
route_2,46,24.961664479409443,121.25440686423201,24.96166673581573,121.2544060567217,232.02989883149866,0,90,0.2629125750979665,streetview_images\route_2_046.jpg
route_2,47,24.961405051673296,121.25404020636492,24.96143157884869,121.2540775334415,231.4399221494862,0,90,4.77939595716995,streetview_images\route_2_047.jpg
route_2,48,24.96114196933711,121.25367617539648,24.96112001406513,121.2536476224068,231.15260698791226,0,90,3.772056356486208,streetview_images\route_2_048.jpg
route_2,49,24.96087710447502,121.25331342569405,24.96089347270873,121.2533371737924,231.15266721356974,0,90,3.0064155799271326,streetview_images\route_2_049.jpg
route_2,50,24.96061223961293,121.25295067599163,24.96060597793825,121.2529433264129,230.9545131253837,0,90,1.0158422912486604,streetview_images\route_2_050.jpg
route_2,51,24.960346158536346,121.2525888302492,24.9603200009467,121.2525474691729,230.1564501827834,0,90,5.083395144638983,streetview_images\route_2_051.jpg
route_2,52,24.96007517242088,121.25223063021151,24.96008363625813,121.2522377162867,230.1565122320781,0,90,1.1794311867170704,streetview_images\route_2_052.jpg
route_2,53,24.95980418630541,121.25187243017382,24.95978812174839,121.2518504148736,230.15657427791757,0,90,2.847653245379569,streetview_images\route_2_053.jpg
route_2,54,24.95953320018994,121.25151423013612,24.95955075855434,121.2515393502242,231.67971780249457,0,90,3.196532430031175,streetview_images\route_2_054.jpg
route_2,55,24.95927159539412,121.25114912460214,24.95929574399078,121.2511826990098,231.69802250717137,0,90,4.318655804626592,streetview_images\route_2_055.jpg
route_2,56,24.959010102710263,121.25078393654364,24.95901255126006,121.2507845652948,231.6980817058437,0,90,0.2785640297090491,streetview_images\route_2_056.jpg
route_2,57,24.9587486100264,121.25041874848515,24.95873655645834,121.2503966478002,231.69814090226993,0,90,2.600719228456428,streetview_images\route_2_057.jpg
route_2,58,24.958487117342543,121.25005356042665,24.95852181957799,121.250094661618,231.6982000994715,0,90,5.657194065490466,streetview_images\route_2_058.jpg
route_2,59,24.95822562465868,121.24968837236815,24.95821768361166,121.2496671813014,231.69825929307117,0,90,2.3137029694943103,streetview_images\route_2_059.jpg
route_2,60,24.95796413197482,121.24932318430967,24.9579470971954,121.2492950669387,231.7212705195997,0,90,3.4092495195918247,streetview_images\route_2_060.jpg
route_2,61,24.95770278171177,121.24895789439648,24.95768665136187,121.248941814832,231.76708394979008,0,90,2.4144000387648967,streetview_images\route_2_061.jpg
route_2,62,24.957441715329395,121.24859240146117,24.957434396078,121.2485812258668,230.7780318182655,0,90,1.3896072235106245,streetview_images\route_2_062.jpg
route_2,63,24.957174561413986,121.24823138472563,24.95718978908369,121.2482544329774,230.76837131184763,0,90,2.8744904589715565,streetview_images\route_2_063.jpg
route_2,64,24.956907334506894,121.24787039440406,24.95692211251401,121.2478823141564,231.2231085002653,0,90,2.0319169390532603,streetview_images\route_2_064.jpg
route_2,65,24.95664289899687,121.2475073315957,24.95664339683412,121.247492029156,231.22316858585089,0,90,1.5463079932669719,streetview_images\route_2_065.jpg
route_2,66,24.956378463486843,121.24714426878734,24.95641026359989,121.2471734424564,231.22322867034723,0,90,4.5921823105882815,streetview_images\route_2_066.jpg
route_2,67,24.956114027976813,121.24678120597898,24.95612377383038,121.2467820197903,231.22328875672432,0,90,1.0826936004219032,streetview_images\route_2_067.jpg
route_2,68,24.955849592466787,121.24641814317062,24.95584107460395,121.2463959231122,231.22334883842754,0,90,2.434222708336545,streetview_images\route_2_068.jpg
route_2,69,24.95558515695676,121.24605508036225,24.95561002374346,121.2460802154345,231.2234089206657,0,90,3.745731358864021,streetview_images\route_2_069.jpg
route_2,70,24.955320721446732,121.24569201755389,24.95532277473182,121.2456892258058,269.7873956771087,0,90,0.3622376351505326,streetview_images\route_2_070.jpg
route_2,71,24.955319411999533,121.24530294066767,24.95532538416093,121.2452878422075,6.490917145461083,0,90,1.6620724598043868,streetview_images\route_2_071.jpg
route_2,72,24.955742554069065,121.24535604148195,24.95574251320564,121.2453523815684,1.7171099391437679,0,90,0.36962855940400563,streetview_images\route_2_072.jpg
